scenario,Fishing,Warming,type,species,seed,term,estimate,std.error,statistic,p.value,scenario2,scenario3
Fished_Warming_ctrl1_flatfish_9,Fishing,Warming,ctrl1,flatfish,9,temp,0.0248543376239246,7.594959709880005e-5,327.24778765570676,9.956530414820751e-151,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_1,Fishing,Warming,ctrl1,sardine,1,temp,0.024879978220014934,6.215329335517678e-5,400.3002395679596,2.682890345342308e-159,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_10,Fishing,Warming,ctrl1,sardine,10,temp,0.025002532523212356,1.7473122622399951e-6,14309.138133764343,1.6794462495923e-311,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_11,Fishing,Warming,ctrl1,sardine,11,temp,0.02490460891676756,5.5626318392269254e-5,447.7126949359408,4.6457641373384515e-164,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_12,Fishing,Warming,ctrl1,sardine,12,temp,0.024692903159580705,1.4180828214737103e-4,174.1287799673024,6.3386875024362375e-124,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_13,Fishing,Warming,ctrl1,sardine,13,temp,0.0250799381011101,5.6938362703777266e-5,440.47522461418276,2.2927280662566056e-163,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_14,Fishing,Warming,ctrl1,sardine,14,temp,0.02485068319255978,7.125421536732827e-5,348.76088473432833,1.952576625913968e-153,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_15,Fishing,Warming,ctrl1,sardine,15,temp,0.025042515067788217,2.65445786945566e-5,943.4135442851687,8.957169058756554e-196,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_16,Fishing,Warming,ctrl1,sardine,16,temp,0.02507086291289187,4.825198881407625e-5,519.581959812983,2.1555209816079425e-170,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_17,Fishing,Warming,ctrl1,sardine,17,temp,0.024780074836396028,1.038375845210742e-4,238.64263552246658,2.628858922094926e-137,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_18,Fishing,Warming,ctrl1,sardine,18,temp,0.02511338529264249,9.415432004514645e-5,266.7257889027372,4.919546346003201e-142,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_19,Fishing,Warming,ctrl1,sardine,19,temp,0.0247432096211358,1.1897809996358168e-4,207.96440377438802,1.8394601898306333e-131,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_2,Fishing,Warming,ctrl1,sardine,2,temp,0.02482015551579858,8.967446279225834e-5,276.78064348483974,1.3154166296320745e-143,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_20,Fishing,Warming,ctrl1,sardine,20,temp,0.025114704620734802,1.0824127238392845e-4,232.02521614540635,4.116545990012614e-136,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_21,Fishing,Warming,ctrl1,sardine,21,temp,0.025103449004683975,7.879336803216516e-5,318.59850177284216,1.3711376513159904e-149,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_22,Fishing,Warming,ctrl1,sardine,22,temp,0.024903834687981907,5.110828710770916e-5,487.27586263061085,1.160547990237437e-167,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_23,Fishing,Warming,ctrl1,sardine,23,temp,0.025029560845431047,1.904473348833447e-5,1314.2510427233062,6.976300896942377e-210,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_24,Fishing,Warming,ctrl1,sardine,24,temp,0.02490569758975959,5.337834697843958e-5,466.58802678583174,8.134362757554362e-166,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_25,Fishing,Warming,ctrl1,sardine,25,temp,0.024968021575029885,2.0349868544371784e-5,1226.9377328206554,5.879199053501855e-207,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_26,Fishing,Warming,ctrl1,sardine,26,temp,0.02445583047277287,2.1318140244831657e-4,114.71840503864736,2.9850479596013335e-106,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_27,Fishing,Warming,ctrl1,sardine,27,temp,0.025143753351521504,1.800782189527264e-4,139.62684381125607,1.4544737936123645e-114,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_28,Fishing,Warming,ctrl1,sardine,28,temp,0.02461090077095987,1.7394487439349873e-4,141.48678342360927,4.001814296065839e-115,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_29,Fishing,Warming,ctrl1,sardine,29,temp,0.024720201260687302,1.2947053026203677e-4,190.93303480456768,7.805363420767651e-128,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_3,Fishing,Warming,ctrl1,sardine,3,temp,0.024820056874668973,9.197879132069241e-5,269.84543412982663,1.5764668500604604e-142,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_30,Fishing,Warming,ctrl1,sardine,30,temp,0.024766074299275135,1.1850639996420376e-4,208.98512069184463,1.13964908575097e-131,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_4,Fishing,Warming,ctrl1,sardine,4,temp,0.025039578151466384,2.3290436051100815e-5,1075.1013032357073,2.4630352442745065e-201,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_5,Fishing,Warming,ctrl1,sardine,5,temp,0.024837884412670794,8.24460060572893e-5,301.26243344537124,3.2805953509220397e-147,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_6,Fishing,Warming,ctrl1,sardine,6,temp,0.025041328539720034,2.718441681320286e-5,921.164824384168,9.285472046906865e-195,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_7,Fishing,Warming,ctrl1,sardine,7,temp,0.025188108550294193,2.4151237328370024e-4,104.2932426518213,3.142154172562606e-102,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_8,Fishing,Warming,ctrl1,sardine,8,temp,0.02498694839159692,8.253318756767977e-6,3027.503132737585,2.131968024401767e-245,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl1_sardine_9,Fishing,Warming,ctrl1,sardine,9,temp,0.024854337623925016,7.594959709854235e-5,327.2477876568226,9.956530411496816e-151,Fished_Warming_ctrl1_sardine,Fished_Warming_ctrl1
Fished_Warming_ctrl2_cod_1,Fishing,Warming,ctrl2,cod,1,temp,-0.007170867408013274,0.0010232363658665793,-7.008026343884156,3.0933366236338294e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_10,Fishing,Warming,ctrl2,cod,10,temp,-0.005982306798645833,8.92302547191546e-4,-6.704348001106448,1.2994254098703508e-9,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_11,Fishing,Warming,ctrl2,cod,11,temp,-0.00634597975289175,8.882634479064188e-4,-7.144254069948309,1.614808618780833e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_12,Fishing,Warming,ctrl2,cod,12,temp,-0.006816357642545314,8.181383325620103e-4,-8.331546599460516,4.950546294709105e-13,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_13,Fishing,Warming,ctrl2,cod,13,temp,-0.00583590945670122,9.396066355043956e-4,-6.2110134562517345,1.2762956541230407e-8,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_14,Fishing,Warming,ctrl2,cod,14,temp,-0.006803128193052806,0.001118523600505199,-6.082239292921549,2.2919141262066058e-8,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_15,Fishing,Warming,ctrl2,cod,15,temp,-0.007090207105404499,9.918824538044746e-4,-7.148233218774288,1.584352442845869e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_16,Fishing,Warming,ctrl2,cod,16,temp,-0.006489439138211564,9.519842204315261e-4,-6.816750739072081,7.656878894536998e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_17,Fishing,Warming,ctrl2,cod,17,temp,-0.0066251382410804464,0.0010155400558198651,-6.523758667236266,3.020637598199731e-9,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_18,Fishing,Warming,ctrl2,cod,18,temp,-0.00687658918680492,0.0010675200441923867,-6.441648776728386,4.420865231699726e-9,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_19,Fishing,Warming,ctrl2,cod,19,temp,-0.007943938395711213,0.0010901537701817948,-7.286988875327631,8.141627247035635e-11,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_2,Fishing,Warming,ctrl2,cod,2,temp,-0.006972056864239822,0.0010591535847776915,-6.58266842924693,2.2959954131175858e-9,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_20,Fishing,Warming,ctrl2,cod,20,temp,-0.005699846045462419,8.027344547032948e-4,-7.1005374343489285,1.9901474631654344e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_21,Fishing,Warming,ctrl2,cod,21,temp,-0.006020354386052848,8.701739987365065e-4,-6.918563867449968,4.730938270354856e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_22,Fishing,Warming,ctrl2,cod,22,temp,-0.006470013490167352,0.0010246033330218243,-6.314652003996105,7.940138308626056e-9,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_23,Fishing,Warming,ctrl2,cod,23,temp,-0.005443338900463245,9.101702792395851e-4,-5.980572014514648,3.6257611911869486e-8,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_24,Fishing,Warming,ctrl2,cod,24,temp,-0.006500890083573667,9.527120702113261e-4,-6.823562214480678,7.414685877801093e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_25,Fishing,Warming,ctrl2,cod,25,temp,-0.00644053483917487,8.87856736898675e-4,-7.25402485728943,9.539765530864381e-11,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_26,Fishing,Warming,ctrl2,cod,26,temp,-0.006198503933815409,9.376932137190862e-4,-6.610375166554586,2.0175022319311726e-9,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_27,Fishing,Warming,ctrl2,cod,27,temp,-0.006167427619259671,0.0010109044358583325,-6.100900738478875,2.1061327274041818e-8,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_28,Fishing,Warming,ctrl2,cod,28,temp,-0.005893978188248163,8.398479710754618e-4,-7.017910849627544,2.9511859791495884e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_29,Fishing,Warming,ctrl2,cod,29,temp,-0.006866415387608934,0.0010042028867945593,-6.837677403544123,6.936683535317074e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_3,Fishing,Warming,ctrl2,cod,3,temp,-0.00686990011852226,9.332309884649061e-4,-7.36141448734222,5.6887470910078505e-11,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_30,Fishing,Warming,ctrl2,cod,30,temp,-0.005232684368307132,7.540808219002216e-4,-6.9391558787043515,4.290806060601586e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_4,Fishing,Warming,ctrl2,cod,4,temp,-0.007894136032066843,0.0011698532792046086,-6.747971025421343,1.058652836985148e-9,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_5,Fishing,Warming,ctrl2,cod,5,temp,-0.0069530884680072385,9.235734558965494e-4,-7.528462867371605,2.5358526798817697e-11,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_6,Fishing,Warming,ctrl2,cod,6,temp,-0.0071029708705592385,0.0010643434283634453,-6.673570467270044,1.5011606289944248e-9,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_7,Fishing,Warming,ctrl2,cod,7,temp,-0.007294334951382999,0.0010325334217680723,-7.064502511591778,2.3636396010542227e-10,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_8,Fishing,Warming,ctrl2,cod,8,temp,-0.007293039706367626,9.537868592243605e-4,-7.646404053310694,1.429771155377729e-11,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_cod_9,Fishing,Warming,ctrl2,cod,9,temp,-0.007180799576206039,9.83825668507229e-4,-7.298853654734946,7.689857100019994e-11,Fished_Warming_ctrl2_cod,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_1,Fishing,Warming,ctrl2,flatfish,1,temp,-0.006277964645794232,9.099312888243566e-4,-6.8993831983791285,5.181008659306372e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_10,Fishing,Warming,ctrl2,flatfish,10,temp,-0.00514509251679087,7.751477739350265e-4,-6.637563429579217,1.776762713201429e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_11,Fishing,Warming,ctrl2,flatfish,11,temp,-0.005266260926794934,7.488611975070692e-4,-7.0323591933006,2.7549744977478947e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_12,Fishing,Warming,ctrl2,flatfish,12,temp,-0.005374365879568323,6.55850546792605e-4,-8.19449782553558,9.740092546263135e-13,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_13,Fishing,Warming,ctrl2,flatfish,13,temp,-0.004387807793063462,7.193096992620246e-4,-6.100025896446455,2.1145006545091788e-8,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_14,Fishing,Warming,ctrl2,flatfish,14,temp,-0.006539731551361307,0.0010947309213839376,-5.973825552578624,3.737392118619726e-8,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_15,Fishing,Warming,ctrl2,flatfish,15,temp,-0.0064639700806507,9.289625430152505e-4,-6.9582677248425755,3.9187231498152713e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_16,Fishing,Warming,ctrl2,flatfish,16,temp,-0.005961646282946826,8.868414122264233e-4,-6.722336373512441,1.19419509754055e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_17,Fishing,Warming,ctrl2,flatfish,17,temp,-0.005647058647177524,8.707586608464676e-4,-6.485216743854145,3.612715890610979e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_18,Fishing,Warming,ctrl2,flatfish,18,temp,-0.006169453210390351,9.68823337030824e-4,-6.36798575610082,6.212289232196918e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_19,Fishing,Warming,ctrl2,flatfish,19,temp,-0.005855986450711118,8.102997810820248e-4,-7.2269382115485605,1.0865013026300883e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_2,Fishing,Warming,ctrl2,flatfish,2,temp,-0.006219075247876806,9.59533620318274e-4,-6.481352102924711,3.678064563628045e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_20,Fishing,Warming,ctrl2,flatfish,20,temp,-0.005479437246817741,7.840164037180847e-4,-6.988931890751648,3.387427077518874e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_21,Fishing,Warming,ctrl2,flatfish,21,temp,-0.005295428310127095,7.857808638161447e-4,-6.739064991236676,1.1039227006878514e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_22,Fishing,Warming,ctrl2,flatfish,22,temp,-0.004441424683089343,7.171589968783321e-4,-6.193082290568882,1.3850962779349874e-8,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_23,Fishing,Warming,ctrl2,flatfish,23,temp,-0.004990031998233036,8.603088183189177e-4,-5.800279959914608,8.112619780108684e-8,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_24,Fishing,Warming,ctrl2,flatfish,24,temp,-0.006261254972942022,9.387573204219676e-4,-6.66972692167941,1.5284366554049374e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_25,Fishing,Warming,ctrl2,flatfish,25,temp,-0.005895025256791117,8.289176642096452e-4,-7.111713878617721,1.8866693456644186e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_26,Fishing,Warming,ctrl2,flatfish,26,temp,-0.005127485573308557,7.832492619208116e-4,-6.546428860633843,2.7183112280306333e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_27,Fishing,Warming,ctrl2,flatfish,27,temp,-0.005156605518558966,8.620924227877573e-4,-5.981499642328367,3.6106711053997236e-8,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_28,Fishing,Warming,ctrl2,flatfish,28,temp,-0.004853754864526853,6.980787706643204e-4,-6.953018869070922,4.0176033248598823e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_29,Fishing,Warming,ctrl2,flatfish,29,temp,-0.006018492821305292,8.915623950481299e-4,-6.750500979777631,1.0461314511546908e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_3,Fishing,Warming,ctrl2,flatfish,3,temp,-0.005284224307952501,7.276281635361041e-4,-7.26225917681965,9.169650867433726e-11,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_30,Fishing,Warming,ctrl2,flatfish,30,temp,-0.004334187871849073,6.363886300645121e-4,-6.81059916392552,7.882330226546861e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_4,Fishing,Warming,ctrl2,flatfish,4,temp,-0.0063239326221354525,9.506447646555147e-4,-6.652256297258479,1.6587272904911563e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_5,Fishing,Warming,ctrl2,flatfish,5,temp,-0.005804794018758924,7.919341689356004e-4,-7.329894638289015,6.622233473588881e-11,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_6,Fishing,Warming,ctrl2,flatfish,6,temp,-0.005636339702483548,8.568865848729982e-4,-6.577696280913217,2.3498499112081878e-9,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_7,Fishing,Warming,ctrl2,flatfish,7,temp,-0.005659664383064498,8.026322113757629e-4,-7.051379576909169,2.5162642985724585e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_8,Fishing,Warming,ctrl2,flatfish,8,temp,-0.005992953950819192,8.012302269589102e-4,-7.479690292720985,3.2119660062762735e-11,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_flatfish_9,Fishing,Warming,ctrl2,flatfish,9,temp,-0.005307476103598926,7.332791095390884e-4,-7.238002603040205,1.030293489511744e-10,Fished_Warming_ctrl2_flatfish,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_1,Fishing,Warming,ctrl2,sardine,1,temp,-0.005330760909120653,7.773367406651315e-4,-6.857724111379793,6.30982029910634e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_10,Fishing,Warming,ctrl2,sardine,10,temp,-0.004317278307642447,6.522744613326166e-4,-6.618806290257195,1.9395878868063303e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_11,Fishing,Warming,ctrl2,sardine,11,temp,-0.004451012388411763,6.374975108180733e-4,-6.982007479056614,3.5007859937691655e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_12,Fishing,Warming,ctrl2,sardine,12,temp,-0.004732579173806557,5.818625758292062e-4,-8.133499850995243,1.3156198914781437e-12,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_13,Fishing,Warming,ctrl2,sardine,13,temp,-0.004182537488833447,6.929333669685696e-4,-6.035988001459829,2.8248231580567367e-8,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_14,Fishing,Warming,ctrl2,sardine,14,temp,-0.0056687258251738645,9.547449107841735e-4,-5.937424500663631,4.400662487418033e-8,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_15,Fishing,Warming,ctrl2,sardine,15,temp,-0.0053244882399982535,0.00077045538782201395,-6.91083263763,4.907490539064629e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_16,Fishing,Warming,ctrl2,sardine,16,temp,-0.004994006076183544,7.465069881703665e-4,-6.689831649698933,1.3909920191698296e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_17,Fishing,Warming,ctrl2,sardine,17,temp,-0.004701965331158868,7.262095619488707e-4,-6.474667337814417,3.793868425804893e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_18,Fishing,Warming,ctrl2,sardine,18,temp,-0.005116094628661602,8.083475172587256e-4,-6.329078174213167,7.43076507454791e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_19,Fishing,Warming,ctrl2,sardine,19,temp,-0.004880720372782186,6.78443051431385e-4,-7.194001563557619,1.2724671682547917e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_2,Fishing,Warming,ctrl2,sardine,2,temp,-0.00517512702515901,8.027018385337629e-4,-6.447134884619223,4.310018236247329e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_20,Fishing,Warming,ctrl2,sardine,20,temp,-0.004552045147840257,6.556807374379854e-4,-6.942471980535788,4.2238250695692796e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_21,Fishing,Warming,ctrl2,sardine,21,temp,-0.004681029419679196,7.000238132638363e-4,-6.6869574019976,1.409865352375459e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_22,Fishing,Warming,ctrl2,sardine,22,temp,-0.003711271148275306,6.034998157684175e-4,-6.149581244776123,1.688513924717736e-8,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_23,Fishing,Warming,ctrl2,sardine,23,temp,-0.004235542629680783,7.357517447086859e-4,-5.756755128535655,9.837883636337752e-8,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_24,Fishing,Warming,ctrl2,sardine,24,temp,-0.005238328374380803,7.904878652845898e-4,-6.626703083538051,1.8693136064084262e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_25,Fishing,Warming,ctrl2,sardine,25,temp,-0.005180605613423626,7.335427765956024e-4,-7.062445134375118,2.386946285574415e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_26,Fishing,Warming,ctrl2,sardine,26,temp,-0.0045015917784019775,6.902032733018069e-4,-6.522124644334388,3.0436702249532984e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_27,Fishing,Warming,ctrl2,sardine,27,temp,-0.0043133470189785405,7.25426605525833e-4,-5.945945442477901,4.23570979251858e-8,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_28,Fishing,Warming,ctrl2,sardine,28,temp,-0.004289982088037329,6.194229345180343e-4,-6.92577211622833,4.5720036439556734e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_29,Fishing,Warming,ctrl2,sardine,29,temp,-0.00497303101336555,7.390777715182643e-4,-6.728697851580096,1.159036891380129e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_3,Fishing,Warming,ctrl2,sardine,3,temp,-0.004414177315211694,6.118613977519498e-4,-7.214341894144486,1.1542024743050022e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_30,Fishing,Warming,ctrl2,sardine,30,temp,-0.003596707220268938,5.317245431558822e-4,-6.764230213865669,9.806950486288536e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_4,Fishing,Warming,ctrl2,sardine,4,temp,-0.0052680028849911575,7.959868657206752e-4,-6.618203279298563,1.9450602716547182e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_5,Fishing,Warming,ctrl2,sardine,5,temp,-0.004793849520932724,6.599225045516545e-4,-7.264261315333719,9.081834490482615e-11,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_6,Fishing,Warming,ctrl2,sardine,6,temp,-0.004800703721194409,7.346579581722082e-4,-6.534610654920715,2.871983039500979e-9,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
Fished_Warming_ctrl2_sardine_7,Fishing,Warming,ctrl2,sardine,7,temp,-0.005021932212809245,7.136462432261449e-4,-7.0370050434327895,2.694673762707219e-10,Fished_Warming_ctrl2_sardine,Fished_Warming_ctrl2
