scenario,Fishing,Warming,type,species,seed,term,estimate,std.error,statistic,p.value,scenario2,scenario3
Fished_NoWarming_exp_cod_6,Fishing,No Warming,exp,cod,6,temp,-0.003412332358132021,0.003227970116999108,-1.0571139863290637,0.293058460905031,Fished_NoWarming_exp_cod,Fished_NoWarming_exp
Fished_NoWarming_exp_cod_7,Fishing,No Warming,exp,cod,7,temp,1.7798698082062796e-4,0.0027725658344902172,0.06419576357989489,0.9489451147635073,Fished_NoWarming_exp_cod,Fished_NoWarming_exp
Fished_NoWarming_exp_cod_8,Fishing,No Warming,exp,cod,8,temp,-0.004332070155185262,0.0028741402155306717,-1.5072577641746692,0.13496149929159806,Fished_NoWarming_exp_cod,Fished_NoWarming_exp
Fished_NoWarming_exp_cod_9,Fishing,No Warming,exp,cod,9,temp,-4.912716150506795e-5,0.002621004121283406,-0.018743641456394296,0.985083722091027,Fished_NoWarming_exp_cod,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_1,Fishing,No Warming,exp,flatfish,1,temp,0.0026848322472642523,0.0028528073323218993,0.9411193727825523,0.34895777433486996,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_10,Fishing,No Warming,exp,flatfish,10,temp,0.0011614538912857718,0.0029752108082874203,0.3903770072529158,0.6971050411284253,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_11,Fishing,No Warming,exp,flatfish,11,temp,-4.971191352703023e-4,0.0024571480232601405,-0.20231550177865368,0.8400894925239845,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_12,Fishing,No Warming,exp,flatfish,12,temp,0.002922945936460333,0.002283532782587997,1.2800104989724166,0.20356316523330556,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_13,Fishing,No Warming,exp,flatfish,13,temp,3.9012660794028814e-5,0.0022012610070095457,0.01772286915081835,0.9858959690964517,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_14,Fishing,No Warming,exp,flatfish,14,temp,0.0020688240668846765,0.0027251570679834875,0.7591577348660962,0.4495803602008851,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_15,Fishing,No Warming,exp,flatfish,15,temp,0.0010669735519127405,0.002319407462842528,0.4600198839599839,0.6465209519858044,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_16,Fishing,No Warming,exp,flatfish,16,temp,0.004873066494500979,0.002321903299658631,2.0987379169569307,0.03841079309816208,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_17,Fishing,No Warming,exp,flatfish,17,temp,0.0029434532525105905,0.0021729980119222325,1.3545586495529345,0.17867298075484267,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_18,Fishing,No Warming,exp,flatfish,18,temp,0.003090614215048014,0.002333592188864843,1.3244020226822144,0.18844996655620558,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_19,Fishing,No Warming,exp,flatfish,19,temp,0.003488429381638123,0.002254069914638474,1.5476136560731417,0.12493871768453867,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_2,Fishing,No Warming,exp,flatfish,2,temp,0.00271433384633063,0.0022757207092040017,1.1927359255257846,0.23585266565169785,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_20,Fishing,No Warming,exp,flatfish,20,temp,0.0012865278094966203,0.002725466559772069,0.47203947701497856,0.6379479968443977,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_21,Fishing,No Warming,exp,flatfish,21,temp,-0.0020365297275838695,0.0022493575181447615,-0.9053828531729232,0.36748312857307786,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_22,Fishing,No Warming,exp,flatfish,22,temp,-0.003959840879031839,0.002641147418128001,-1.4992880942020663,0.13701351232220457,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_23,Fishing,No Warming,exp,flatfish,23,temp,-3.910889426561118e-4,0.0026579913087029935,-0.1471370283926735,0.8833261418707596,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_24,Fishing,No Warming,exp,flatfish,24,temp,0.0022424716051874113,0.00235206292556352,0.9534062974314973,0.3427299713011982,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_25,Fishing,No Warming,exp,flatfish,25,temp,-0.005515033199824999,0.002883571758388109,-1.9125701254987508,0.05872295838387754,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_26,Fishing,No Warming,exp,flatfish,26,temp,8.185454584569422e-4,0.002975092962225877,0.2751327332792084,0.783793499908131,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_27,Fishing,No Warming,exp,flatfish,27,temp,0.0034449671500707897,0.002810482767430281,1.2257563682628942,0.22322785593606817,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_28,Fishing,No Warming,exp,flatfish,28,temp,-7.524064323649538e-4,0.0020984575342922066,-0.3585521365428701,0.7207014058964211,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_29,Fishing,No Warming,exp,flatfish,29,temp,9.461485466370058e-4,0.002405415040960588,0.39334107857709544,0.6949219940571383,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_3,Fishing,No Warming,exp,flatfish,3,temp,9.141810609962494e-4,0.0021781240167240506,0.41971028921080406,0.6756157987125284,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_30,Fishing,No Warming,exp,flatfish,30,temp,0.0016110324721411381,0.0022634117493902104,0.7117717192089195,0.478297101110959,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_4,Fishing,No Warming,exp,flatfish,4,temp,3.77211048996446e-4,0.002335813789998025,0.16149020551709517,0.8720397904569159,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_5,Fishing,No Warming,exp,flatfish,5,temp,4.424392036645872e-5,0.0026144773353422696,0.01692266357346969,0.9865327175853524,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_6,Fishing,No Warming,exp,flatfish,6,temp,-0.0026712191649004395,0.0025671441180162282,-1.0405411780950715,0.3006488706082995,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_7,Fishing,No Warming,exp,flatfish,7,temp,8.161075781512066e-5,0.002335468494553364,0.03494406283169662,0.9721954222110301,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_8,Fishing,No Warming,exp,flatfish,8,temp,-0.0035688998067715453,0.0022763314701065244,-1.5678295773877489,0.12014430409199002,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_flatfish_9,Fishing,No Warming,exp,flatfish,9,temp,-2.9221591558970635e-5,0.0024355683982107664,-0.011997852977743346,0.990451718883488,Fished_NoWarming_exp_flatfish,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_1,Fishing,No Warming,exp,sardine,1,temp,0.00230670766476319,0.0024799908336169923,0.9301274962371237,0.3545906207388545,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_10,Fishing,No Warming,exp,sardine,10,temp,9.247902953744926e-4,0.0024933812148721225,0.3708980760175985,0.7115139962841022,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_11,Fishing,No Warming,exp,sardine,11,temp,-4.553639159948861e-4,0.0022085840986403957,-0.20617911551351298,0.8370787306025037,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_12,Fishing,No Warming,exp,sardine,12,temp,0.002491323463696854,0.001909052461844164,1.3050052387194275,0.19494699471928922,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_13,Fishing,No Warming,exp,sardine,13,temp,1.5471318164189556e-5,0.0018390490097098004,0.00841267311665115,0.9933048389865573,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_14,Fishing,No Warming,exp,sardine,14,temp,0.0017784424969605186,0.0023684635063206966,0.7508844836386145,0.45452142756391845,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_15,Fishing,No Warming,exp,sardine,15,temp,8.901438827264624e-4,0.0019410427484739278,0.45859056088605193,0.6475436212257146,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_16,Fishing,No Warming,exp,sardine,16,temp,0.004469574547208961,0.0021045391478718397,2.1237782873883346,0.03620632533126228,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_17,Fishing,No Warming,exp,sardine,17,temp,0.0024597074629155763,0.0018327453053617535,1.3420890811830894,0.1826682204021234,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_18,Fishing,No Warming,exp,sardine,18,temp,0.002959145763899994,0.0022377047169959466,1.3224022550538128,0.18911220364473377,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_19,Fishing,No Warming,exp,sardine,19,temp,0.00295475509011275,0.001867728159924569,1.5820048942411846,0.11687058349980863,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_2,Fishing,No Warming,exp,sardine,2,temp,0.002280360646938246,0.001928724764522793,1.182315221375018,0.23994136587201834,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_20,Fishing,No Warming,exp,sardine,20,temp,0.0011337067683965696,0.002284415989718971,0.49627859965033705,0.620809155118446,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_21,Fishing,No Warming,exp,sardine,21,temp,-0.0018842225441890838,0.002073798657815079,-0.9085850919463274,0.365798180100927,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_22,Fishing,No Warming,exp,sardine,22,temp,-0.0033266376483962815,0.0022299387922044447,-1.4918067078907022,0.13896196460587648,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_23,Fishing,No Warming,exp,sardine,23,temp,-3.751052132369525e-4,0.0022415963356971417,-0.16733843077071853,0.8674485858009537,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_24,Fishing,No Warming,exp,sardine,24,temp,0.0019292633326217488,0.0019809673005118447,0.973899635861361,0.332504174732693,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_25,Fishing,No Warming,exp,sardine,25,temp,-0.0045833926840173995,0.002381815125644088,-1.9243276418349067,0.05721429772987627,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_26,Fishing,No Warming,exp,sardine,26,temp,6.431870324223474e-4,0.002480798862563309,0.25926609453447114,0.795973772923542,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_27,Fishing,No Warming,exp,sardine,27,temp,0.0028566947876079653,0.0023447000037846682,1.2183625977723662,0.22601119797451522,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_28,Fishing,No Warming,exp,sardine,28,temp,-5.559592038750447e-4,0.0017759459612745208,-0.3130496174985282,0.7549082152195239,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_29,Fishing,No Warming,exp,sardine,29,temp,7.753668989632888e-4,0.002012725056136094,0.3852323975395778,0.7009001037647655,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_3,Fishing,No Warming,exp,sardine,3,temp,7.792322557764337e-4,0.0018131780518254917,0.42976047222274144,0.6683133601346485,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_30,Fishing,No Warming,exp,sardine,30,temp,0.0013506103821548739,0.0018964702557916879,0.712170611708886,0.4780511895862687,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_4,Fishing,No Warming,exp,sardine,4,temp,3.013127064976529e-4,0.0019300617380965958,0.15611557938804793,0.8762630587090867,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_5,Fishing,No Warming,exp,sardine,5,temp,-1.9538718458347195e-6,0.0024202237620690814,-8.073104133827397e-4,0.9993575006488916,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_6,Fishing,No Warming,exp,sardine,6,temp,-0.0021982857390815545,0.0021246174612293243,-1.034673666764277,0.3033678218758474,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_7,Fishing,No Warming,exp,sardine,7,temp,5.5464295583075414e-5,0.0019641785911348308,0.02823790862674568,0.9775298271457284,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_8,Fishing,No Warming,exp,sardine,8,temp,-0.0032322798946377283,0.002031136823803514,-1.5913649227160136,0.1147481961675691,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_NoWarming_exp_sardine_9,Fishing,No Warming,exp,sardine,9,temp,-1.0618783840710418e-5,0.002153932392893561,-0.004929952247222254,0.9960765048321525,Fished_NoWarming_exp_sardine,Fished_NoWarming_exp
Fished_Warming_ctrl1_cod_1,Fishing,Warming,ctrl1,cod,1,temp,0.024879978220014302,6.215329335541898e-5,400.3002395663895,2.6828903463727884e-159,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_10,Fishing,Warming,ctrl1,cod,10,temp,0.025002532523212,1.7473122620135898e-6,14309.138135618223,1.6794462282685e-311,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_11,Fishing,Warming,ctrl1,cod,11,temp,0.024904608916767275,5.56263183925404e-5,447.71269493375337,4.645764139562025e-164,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_12,Fishing,Warming,ctrl1,cod,12,temp,0.024692903159580167,1.4180828214760765e-4,174.12877996700803,6.338687503482979e-124,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_13,Fishing,Warming,ctrl1,cod,13,temp,0.025079938101109908,5.693836270350331e-5,440.47522461629876,2.2927280651777574e-163,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_14,Fishing,Warming,ctrl1,cod,14,temp,0.024850683192559266,7.125421536762339e-5,348.7608847328766,1.9525766267098918e-153,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_15,Fishing,Warming,ctrl1,cod,15,temp,0.025042515067787763,2.6544578694297836e-5,943.4135442943482,8.957169050216468e-196,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_16,Fishing,Warming,ctrl1,cod,16,temp,0.025070862912891522,4.825198881382441e-5,519.5819598156876,2.155520980508748e-170,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_17,Fishing,Warming,ctrl1,cod,17,temp,0.024780074836395473,1.038375845213485e-4,238.64263552183084,2.62885892277994e-137,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_18,Fishing,Warming,ctrl1,cod,18,temp,0.025113385292642062,9.415432004489191e-5,266.72578890345375,4.91954634470955e-142,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_19,Fishing,Warming,ctrl1,cod,19,temp,0.024743209621135312,1.1897809996386092e-4,207.9644037738958,1.8394601902563117e-131,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_2,Fishing,Warming,ctrl1,cod,2,temp,0.024820155515798033,8.967446279252264e-5,276.78064348401784,1.3154166300143928e-143,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_20,Fishing,Warming,ctrl1,cod,20,temp,0.0251147046207347,1.0824127238367048e-4,232.0252161459584,4.116545989054371e-136,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_21,Fishing,Warming,ctrl1,cod,21,temp,0.025103449004683646,7.879336803188371e-5,318.598501773976,1.3711376508382909e-149,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_22,Fishing,Warming,ctrl1,cod,22,temp,0.024903834687981418,5.110828710796049e-5,487.275862628205,1.160547990798708e-167,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_23,Fishing,Warming,ctrl1,cod,23,temp,0.02502956084543087,1.9044733488072898e-5,1314.2510427413476,6.976300887557456e-210,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_24,Fishing,Warming,ctrl1,cod,24,temp,0.02490569758975909,5.337834697867961e-5,466.5880267837243,8.134362761153583e-166,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_25,Fishing,Warming,ctrl1,cod,25,temp,0.02496802157502967,2.0349868544611088e-5,1226.9377328062164,5.8791990602816495e-207,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_26,Fishing,Warming,ctrl1,cod,26,temp,0.02445583047277196,2.1318140244860063e-4,114.71840503849022,2.9850479599990095e-106,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_27,Fishing,Warming,ctrl1,cod,27,temp,0.02514375335152114,1.8007821895248079e-4,139.6268438114445,1.4544737934208742e-114,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_28,Fishing,Warming,ctrl1,cod,28,temp,0.024610900770959208,1.7394487439373468e-4,141.48678342341353,4.001814296605668e-115,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_29,Fishing,Warming,ctrl1,cod,29,temp,0.02472020126068664,1.2947053026228207e-4,190.93303480420082,7.805363422233622e-128,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_3,Fishing,Warming,ctrl1,cod,3,temp,0.024820056874668518,9.197879132094461e-5,269.8454341290818,1.5764668504863009e-142,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_30,Fishing,Warming,ctrl1,cod,30,temp,0.024766074299274764,1.1850639996445888e-4,208.9851206913916,1.139649085992546e-131,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_4,Fishing,Warming,ctrl1,cod,4,temp,0.025039578151466187,2.329043605081255e-5,1075.1013032490052,2.463035241289267e-201,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_5,Fishing,Warming,ctrl1,cod,5,temp,0.02483788441267031,8.244600605754863e-5,301.26243344441775,3.280595351938368e-147,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_6,Fishing,Warming,ctrl1,cod,6,temp,0.025041328539719774,2.718441681292184e-5,921.1648243936809,9.285472037510638e-195,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_7,Fishing,Warming,ctrl1,cod,7,temp,0.025188108550294186,2.4151237328343654e-4,104.29324265193515,3.1421541722294665e-102,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_8,Fishing,Warming,ctrl1,cod,8,temp,0.02498694839159675,8.253318757026576e-6,3027.5031326427043,2.1319680309495746e-245,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_cod_9,Fishing,Warming,ctrl1,cod,9,temp,0.024854337623924572,7.59495970987969e-5,327.24778765572,9.956530414781132e-151,Fished_Warming_ctrl1_cod,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_1,Fishing,Warming,ctrl1,flatfish,1,temp,0.02487997822001429,6.215329335543204e-5,400.30023956630515,2.682890346428148e-159,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_10,Fishing,Warming,ctrl1,flatfish,10,temp,0.025002532523212037,1.7473122620202002e-6,14309.138135564112,1.679446228891e-311,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_11,Fishing,Warming,ctrl1,flatfish,11,temp,0.02490460891676732,5.562631839252469e-5,447.71269493388064,4.645764139432625e-164,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_12,Fishing,Warming,ctrl1,flatfish,12,temp,0.0246929031595802,1.4180828214762568e-4,174.12877996698612,6.33868750356081e-124,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_13,Fishing,Warming,ctrl1,flatfish,13,temp,0.025079938101109735,5.69383627035013e-5,440.4752246163112,2.2927280651713708e-163,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_14,Fishing,Warming,ctrl1,flatfish,14,temp,0.02485068319255921,7.125421536761809e-5,348.7608847329018,1.952576626696018e-153,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_15,Fishing,Warming,ctrl1,flatfish,15,temp,0.02504251506778769,2.654457869428729e-5,943.4135442947203,8.957169049870243e-196,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_16,Fishing,Warming,ctrl1,flatfish,16,temp,0.025070862912891567,4.8251988813828834e-5,519.5819598156409,2.1555209805277394e-170,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_17,Fishing,Warming,ctrl1,flatfish,17,temp,0.024780074836395532,1.0383758452134874e-4,238.64263552183084,2.62885892277994e-137,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_18,Fishing,Warming,ctrl1,flatfish,18,temp,0.025113385292641986,9.415432004486612e-5,266.725788903526,4.919546344579235e-142,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_19,Fishing,Warming,ctrl1,flatfish,19,temp,0.024743209621135468,1.189780999638617e-4,207.96440377389575,1.8394601902564163e-131,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_2,Fishing,Warming,ctrl1,flatfish,2,temp,0.024820155515798012,8.967446279250744e-5,276.78064348406457,1.3154166299927083e-143,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_20,Fishing,Warming,ctrl1,flatfish,20,temp,0.02511470462073488,1.082412723836831e-4,232.025216145933,4.116545989098598e-136,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_21,Fishing,Warming,ctrl1,flatfish,21,temp,0.025103449004683583,7.879336803187932e-5,318.59850177399295,1.3711376508311199e-149,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_22,Fishing,Warming,ctrl1,flatfish,22,temp,0.02490383468798143,5.110828710795466e-5,487.2758626282608,1.1605479907857118e-167,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_23,Fishing,Warming,ctrl1,flatfish,23,temp,0.0250295608454309,1.904473348805901e-5,1314.2510427423078,6.976300887058588e-210,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_24,Fishing,Warming,ctrl1,flatfish,24,temp,0.02490569758975918,5.3378346978675057e-5,466.58802678376577,8.134362761082376e-166,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_25,Fishing,Warming,ctrl1,flatfish,25,temp,0.02496802157502972,2.034986854461908e-5,1226.9377328057371,5.8791990605062273e-207,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_26,Fishing,Warming,ctrl1,flatfish,26,temp,0.02445583047277205,2.1318140244857466e-4,114.71840503850463,2.9850479599626096e-106,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_27,Fishing,Warming,ctrl1,flatfish,27,temp,0.025143753351521195,1.800782189524859e-4,139.62684381144084,1.454473793424678e-114,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_28,Fishing,Warming,ctrl1,flatfish,28,temp,0.02461090077095929,1.7394487439373454e-4,141.48678342341412,4.001814296604076e-115,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_29,Fishing,Warming,ctrl1,flatfish,29,temp,0.024720201260686653,1.2947053026228766e-4,190.9330348041927,7.80536342226601e-128,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_3,Fishing,Warming,ctrl1,flatfish,3,temp,0.024820056874668605,9.19787913209445e-5,269.84543412908306,1.5764668504856736e-142,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_30,Fishing,Warming,ctrl1,flatfish,30,temp,0.024766074299274576,1.185063999644356e-4,208.98512069143106,1.139649085971491e-131,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_4,Fishing,Warming,ctrl1,flatfish,4,temp,0.02503957815146621,2.3290436050839468e-5,1075.1013032477638,2.463035241567882e-201,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_5,Fishing,Warming,ctrl1,flatfish,5,temp,0.024837884412670416,8.244600605753551e-5,301.26243344446704,3.2805953518857795e-147,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_6,Fishing,Warming,ctrl1,flatfish,6,temp,0.025041328539719746,2.7184416812939062e-5,921.1648243930963,9.285472038087543e-195,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_7,Fishing,Warming,ctrl1,flatfish,7,temp,0.02518810855029422,2.4151237328344708e-4,104.29324265193074,3.142154172242327e-102,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
Fished_Warming_ctrl1_flatfish_8,Fishing,Warming,ctrl1,flatfish,8,temp,0.024986948391596573,8.253318757035477e-6,3027.503132639418,2.1319680311766814e-245,Fished_Warming_ctrl1_flatfish,Fished_Warming_ctrl1
