species,F_longterm,total_warming,scenario,seed,term,estimate,std.error,statistic,p.value
cod,0,0.571428571428571,Fished_Warming_noRL,4,temp,0.0250555328608554,5.423309662728629e-5,461.9970906888841,2.142794109771042e-165
cod,0,0.571428571428571,Fished_Warming_noRL,5,temp,0.024680653597182134,1.8058009435505525e-4,136.67427567434547,1.1688378238009576e-113
cod,0,0.666666666666667,Fished_Warming_full,1,temp,0.0247657414059564,1.317423632005051e-4,187.98616332898337,3.5695808796774116e-127
cod,0,0.666666666666667,Fished_Warming_full,2,temp,0.024710161457215128,1.7026830182318578e-4,145.1248482108858,3.363567040598099e-116
cod,0,0.666666666666667,Fished_Warming_full,3,temp,0.024627747904221238,1.944161726458245e-4,126.67540755000132,1.9194538647110297e-110
cod,0,0.666666666666667,Fished_Warming_full,4,temp,0.02505907563226459,5.1285420356909214e-05,488.619873988975,8.860953826736394e-168
cod,0,0.666666666666667,Fished_Warming_full,5,temp,0.024688096645947736,1.7039614411827681e-4,144.8864748301524,3.9486091564020436e-116
cod,0,0.666666666666667,Fished_Warming_noRL,1,temp,0.024765741405957182,1.3174236320055967e-4,187.98616332891143,3.5695808798109273e-127
cod,0,0.666666666666667,Fished_Warming_noRL,2,temp,0.02471016145721608,1.702683018232023e-4,145.1248482108773,3.363567040617221e-116
cod,0,0.666666666666667,Fished_Warming_noRL,3,temp,0.02462774790422252,1.9441617264580874e-4,126.67540755001819,1.9194538646860968e-110
cod,0,0.666666666666667,Fished_Warming_noRL,4,temp,0.025059075632265844,5.128542035689898e-5,488.61987398909685,8.86095382651981e-168
cod,0,0.666666666666667,Fished_Warming_noRL,5,temp,0.024688096645946813,1.7039614411828077e-4,144.88647483014364,3.948609156425164e-116
cod,0,0.761904761904762,Fished_Warming_full,1,temp,0.024773948507617872,1.2373070581740486e-4,200.2247408511347,7.501036353767756e-130
cod,0,0.761904761904762,Fished_Warming_full,2,temp,0.02471079793018719,1.629598667915464e-4,151.63732283726358,4.641931208427342e-118
cod,0,0.761904761904762,Fished_Warming_full,3,temp,0.024646351508967972,1.820272045700052e-4,135.39927488964608,2.914588530551261e-113
cod,0,0.761904761904762,Fished_Warming_full,4,temp,0.02506073456384296,4.828143842006942e-5,519.055259824774,2.3806882958315984e-170
cod,0,0.761904761904762,Fished_Warming_full,5,temp,0.024698609401723727,1.6056831309057924e-4,153.8199469517428,1.1507378508418818e-118
cod,0,0.761904761904762,Fished_Warming_noRL,1,temp,0.02477394850761652,1.2373070581739876e-4,200.22474085113362,7.501036353771596e-130
cod,0,0.761904761904762,Fished_Warming_noRL,2,temp,0.024710797930188842,1.6295986679156085e-4,151.63732283726029,4.641931208436841e-118
cod,0,0.761904761904762,Fished_Warming_noRL,3,temp,0.024646351508968403,1.8202720457002552e-4,135.39927488963332,2.914588530578101e-113
cod,0,0.761904761904762,Fished_Warming_noRL,4,temp,0.02506073456384041,4.8281438420135856e-5,519.055259824007,2.3806882961762755e-170
cod,0,0.761904761904762,Fished_Warming_noRL,5,temp,0.024698609401724397,1.6056831309059963e-4,153.81994695172745,1.1507378508530676e-118
cod,0,0.857142857142857,Fished_Warming_full,1,temp,0.024783501647172492,1.162087643745533e-4,213.26706105653625,1.5682716433437678e-132
cod,0,0.857142857142857,Fished_Warming_full,2,temp,0.024714848552847286,1.5556641513258157e-4,158.87007829925273,4.915047335455797e-120
cod,0,0.857142857142857,Fished_Warming_full,3,temp,0.024665230773742133,1.7064799525900792e-4,144.53864949485916,4.991948023807967e-116
cod,0,0.857142857142857,Fished_Warming_full,4,temp,0.025060979731122278,4.534498964439328e-5,552.6736234291094,5.088646238834091e-173
cod,0,0.857142857142857,Fished_Warming_full,5,temp,0.02471087364412059,1.5126979243414182e-4,163.35630033259244,3.241543914787413e-121
cod,0,0.857142857142857,Fished_Warming_noRL,1,temp,0.024783501647171188,1.1620876437453267e-4,213.26706105656288,1.568271643324601e-132
cod,0,0.857142857142857,Fished_Warming_noRL,2,temp,0.02471484855284606,1.555664151325651e-4,158.87007829926168,4.9150473354286957e-120
cod,0,0.857142857142857,Fished_Warming_noRL,3,temp,0.02466523077374252,1.706479952589908e-4,144.53864949487595,4.9919480237512133e-116
cod,0,0.857142857142857,Fished_Warming_noRL,4,temp,0.025060979731120727,4.534498964441645e-5,552.6736234287928,5.0886462391192974e-173
cod,0,0.857142857142857,Fished_Warming_noRL,5,temp,0.02471087364412131,1.5126979243415217e-4,163.35630033258602,3.2415439147999423e-121
cod,0,0.952380952380952,Fished_Warming_full,1,temp,0.024793630948698034,1.0923532236948143e-4,226.9744841767865,3.544124089770178e-135
cod,0,0.952380952380952,Fished_Warming_full,2,temp,0.024721369989633337,1.4827247746188355e-4,166.72932436829666,4.4053626270503534e-122
cod,0,0.952380952380952,Fished_Warming_full,3,temp,0.024683658923070485,1.6026318615290104e-4,154.0195194891529,1.0139510324269725e-118
cod,0,0.952380952380952,Fished_Warming_full,4,temp,0.02506023369381726,4.255215279105419e-5,588.9298672354296,1.0071963984845125e-175
cod,0,0.952380952380952,Fished_Warming_full,5,temp,0.024723939831443678,1.4258656461711236e-4,173.3959991099783,9.569956480723976e-124
cod,0,0.952380952380952,Fished_Warming_noRL,1,temp,0.024793630948697354,1.0923532236946563e-4,226.9744841768131,3.544124089729684e-135
cod,0,0.952380952380952,Fished_Warming_noRL,2,temp,0.024721369989633903,1.4827247746189006e-4,166.72932436829313,4.405362627059369e-122
cod,0,0.952380952380952,Fished_Warming_noRL,3,temp,0.024683658923070673,1.602631861529007e-4,154.01951948915442,1.0139510324259927e-118
cod,0,0.952380952380952,Fished_Warming_noRL,4,temp,0.02506023369381696,4.255215279110404e-5,588.9298672347327,1.0071963986011934e-175
cod,0,0.952380952380952,Fished_Warming_noRL,5,temp,0.02472393983144379,1.4258656461711486e-4,173.39599910997603,9.569956480735942e-124
cod,0,1.04761904761905,Fished_Warming_full,1,temp,0.024803827490376153,1.0282080085891045e-4,241.23355666536472,9.140112793925656e-138
cod,0,1.04761904761905,Fished_Warming_full,2,temp,0.024729559507111528,1.4120634806727506e-4,175.13064990059513,3.619067539470787e-124
cod,0,1.04761904761905,Fished_Warming_full,3,temp,0.024701224532447403,1.5081719977526998e-4,163.78254316652382,2.513297664899731e-121
cod,0,1.04761904761905,Fished_Warming_full,4,temp,0.025058835622748965,3.994289552110219e-5,627.3665265331142,2.0557024491327975e-178
cod,0,1.04761904761905,Fished_Warming_full,5,temp,0.02473716320081647,1.3454601596394553e-4,183.8565268810733,3.1286738930924194e-126
cod,0,1.04761904761905,Fished_Warming_noRL,1,temp,0.024803827490374523,1.0282080085887537e-4,241.23355666543114,9.140112793679382e-138
cod,0,1.04761904761905,Fished_Warming_noRL,2,temp,0.02472955950711241,1.4120634806726672e-4,175.13064990061173,3.6190675394372533e-124
cod,0,1.04761904761905,Fished_Warming_noRL,3,temp,0.024701224532446792,1.5081719977529153e-4,163.78254316649637,2.513297664940877e-121
cod,0,1.04761904761905,Fished_Warming_noRL,4,temp,0.02505883562274946,3.99428955211037e-5,627.3665265331028,2.0557024491363028e-178
cod,0,1.04761904761905,Fished_Warming_noRL,5,temp,0.024737163200818493,1.345460159639758e-4,183.85652688104696,3.1286738931363487e-126
cod,0,1.14285714285714,Fished_Warming_full,1,temp,0.024813773829715738,9.694697368304264e-5,255.95202085257054,2.781414529963733e-140
cod,0,1.14285714285714,Fished_Warming_full,2,temp,0.024738776016932994,1.3445006423872262e-4,183.99973370788499,2.8994597532557857e-126
cod,0,1.14285714285714,Fished_Warming_full,3,temp,0.024717721988635942,1.4223559993488071e-4,173.78013661806455,7.709534723616592e-124
cod,0,1.14285714285714,Fished_Warming_full,4,temp,0.025057038902890596,3.753262782839956e-5,667.606835776387,4.6518863187680297e-181
cod,0,1.14285714285714,Fished_Warming_full,5,temp,0.024750129404256378,1.27138901750749e-4,194.66999528419765,1.1737687656139174e-128
cod,0,1.14285714285714,Fished_Warming_noRL,1,temp,0.02481377382971692,9.694697368305534e-5,255.95202085254923,2.7814145299863415e-140
cod,0,1.14285714285714,Fished_Warming_noRL,2,temp,0.02473877601693383,1.3445006423878258e-4,183.99973370780916,2.899459753372479e-126
cod,0,1.14285714285714,Fished_Warming_noRL,3,temp,0.024717721988635987,1.4223559993491733e-4,173.78013661802012,7.709534723808544e-124
cod,0,1.14285714285714,Fished_Warming_noRL,4,temp,0.025057038902889878,3.7532627828408564e-5,667.6068357762076,4.65188631889046e-181
cod,0,1.14285714285714,Fished_Warming_noRL,5,temp,0.024750129404257835,1.271389017507526e-4,194.6699952842036,1.1737687656103815e-128
cod,0,1.23809523809524,Fished_Warming_full,1,temp,0.02482328534375816,9.15802542834958e-5,271.0549947471778,1.0176246878706991e-142
cod,0,1.23809523809524,Fished_Warming_full,2,temp,0.02474853201508287,1.2805019226695656e-4,193.27211913503112,2.374187604745401e-128
cod,0,1.23809523809524,Fished_Warming_full,3,temp,0.024733074454534293,1.3443785315423958e-4,183.9740361381568,2.939304637677201e-126
cod,0,1.23809523809524,Fished_Warming_full,4,temp,0.02505502366915868,3.532141650338392e-5,709.3436829397348,1.2224662211940687e-183
cod,0,1.23809523809524,Fished_Warming_full,5,temp,0.024762588459365256,1.2033482877503699e-4,205.7807262572194,5.163409078214434e-131
cod,0,1.23809523809524,Fished_Warming_noRL,1,temp,0.024823285343759906,9.158025428354675e-5,271.05499474704607,1.017624687919116e-142
cod,0,1.23809523809524,Fished_Warming_noRL,2,temp,0.02474853201508351,1.280501922669725e-4,193.27211913501208,2.3741876047682103e-128
cod,0,1.23809523809524,Fished_Warming_noRL,3,temp,0.024733074454535698,1.3443785315426861e-4,183.97403613812753,2.9393046377228152e-126
cod,0,1.23809523809524,Fished_Warming_noRL,4,temp,0.025055023669157593,3.532141650342323e-5,709.3436829389145,1.2224662213326303e-183
cod,0,1.23809523809524,Fished_Warming_noRL,5,temp,0.024762588459363914,1.2033482877501868e-4,205.78072625723956,5.163409078164832e-131
cod,0,1.33333333333333,Fished_Warming_full,1,temp,0.02483226584763247,8.668013274411277e-5,286.4816315053354,4.5151368386381706e-145
cod,0,1.33333333333333,Fished_Warming_full,2,temp,0.02475847169509915,1.2202755922369571e-4,202.89246013446007,2.0565674664544597e-130
cod,0,1.33333333333333,Fished_Warming_full,3,temp,0.024747282343006213,1.2734450638968837e-4,194.3333328198452,1.3901530472401808e-128
cod,0,1.33333333333333,Fished_Warming_full,4,temp,0.025052913223018225,3.3300525405806145e-5,752.3278662339093,3.83485424408492e-186
cod,0,1.33333333333333,Fished_Warming_full,5,temp,0.02477440282679913,1.1409253819971225e-4,217.1430596401756,2.6943340688560864e-133
cod,0,1.33333333333333,Fished_Warming_noRL,1,temp,0.024832265847632706,8.668013274411045e-5,286.4816315053458,4.515136838622002e-145
cod,0,1.33333333333333,Fished_Warming_noRL,2,temp,0.024758471695097505,1.2202755922365953e-4,202.89246013450676,2.0565674664082824e-130
cod,0,1.33333333333333,Fished_Warming_noRL,3,temp,0.024747282343005925,1.2734450638970758e-4,194.33333281981362,1.390153047262307e-128
cod,0,1.33333333333333,Fished_Warming_noRL,4,temp,0.025052913223018,3.330052540582931e-5,752.3278662333793,3.8348542443495556e-186
cod,0,1.33333333333333,Fished_Warming_noRL,5,temp,0.02477440282680043,1.1409253819974866e-4,217.1430596401177,2.694334068926386e-133
cod,0,1.42857142857143,Fished_Warming_full,1,temp,0.024840676054236725,8.220426226900887e-5,302.1823366402462,2.434049848221282e-147
cod,0,1.42857142857143,Fished_Warming_full,2,temp,0.02476834509932516,1.1638520155034357e-4,212.81352585544448,1.931232733471586e-132
cod,0,1.42857142857143,Fished_Warming_full,3,temp,0.024760390003303837,1.2088091132816768e-4,204.83291969965623,8.109040291248956e-131
cod,0,1.42857142857143,Fished_Warming_full,4,temp,0.025050789200095822,3.1456720688537146e-5,796.3573014533696,1.4570043698756346e-188
cod,0,1.42857142857143,Fished_Warming_full,5,temp,0.024785509308158205,1.0836641338951596e-4,228.7194762003271,1.6755530342762084e-135
cod,0,1.42857142857143,Fished_Warming_noRL,1,temp,0.024840676054236694,8.220426226900651e-5,302.1823366402545,2.4340498482146398e-147
cod,0,1.42857142857143,Fished_Warming_noRL,2,temp,0.024768345099325607,1.1638520155033957e-4,212.81352585545565,1.9312327334617055e-132
cod,0,1.42857142857143,Fished_Warming_noRL,3,temp,0.02476039000330402,1.2088091132816356e-4,204.83291969966473,8.109040291215769e-131
cod,0,1.42857142857143,Fished_Warming_noRL,4,temp,0.02505078920009733,3.1456720688528744e-5,796.3573014536303,1.457004369828923e-188
cod,0,1.42857142857143,Fished_Warming_noRL,5,temp,0.02478550930815869,1.0836641338952163e-4,228.71947620031963,1.675553034281447e-135
cod,0,1.52380952380952,Fished_Warming_full,1,temp,0.024848512031274268,7.811135565915508e-5,318.11651227387046,1.590215868986531e-149
cod,0,1.52380952380952,Fished_Warming_full,2,temp,0.024777983624957933,1.1111445320986895e-4,222.99514517844204,1.999255652001341e-134
cod,0,1.52380952380952,Fished_Warming_full,3,temp,0.024772464743600654,1.1497889478635723e-4,215.4522774777969,5.787081220310326e-133
cod,0,1.52380952380952,Fished_Warming_full,4,temp,0.025048703781464638,2.9774946874649383e-5,841.2677909021324,6.742518850892513e-191
cod,0,1.52380952380952,Fished_Warming_full,5,temp,0.0247958922722661,1.0311040832105079e-4,240.47904257211465,1.2418140204161728e-137
cod,0,1.52380952380952,Fished_Warming_noRL,1,temp,0.024848512031275048,7.811135565918625e-5,318.11651227375353,1.5902158690437504e-149
cod,0,1.52380952380952,Fished_Warming_noRL,2,temp,0.02477798362495806,1.1111445320987358e-4,222.99514517843392,1.9992556520083872e-134
cod,0,1.52380952380952,Fished_Warming_noRL,3,temp,0.024772464743600557,1.1497889478634107e-4,215.45227747782633,5.787081220233018e-133
cod,0,1.52380952380952,Fished_Warming_noRL,4,temp,0.02504870378146579,2.9774946874637183e-5,841.2677909025158,6.742518850591264e-191
cod,0,1.52380952380952,Fished_Warming_noRL,5,temp,0.02479589227226636,1.031104083210662e-4,240.47904257208123,1.2418140204330439e-137
cod,0,1.61904761904762,Fished_Warming_full,1,temp,0.024855790887095545,7.436270651593963e-5,334.25075621430904,1.2523626917626916e-151
cod,0,1.61904761904762,Fished_Warming_full,2,temp,0.024787279162188595,1.0619939981619925e-4,233.40319441624226,2.306566077735717e-136
cod,0,1.61904761904762,Fished_Warming_full,3,temp,0.024783583943804945,1.0957725457876501e-4,226.17452900309988,5.0060260045547985e-135
cod,0,1.61904761904762,Fished_Warming_full,4,temp,0.025046688844678495,2.8239903726831673e-5,886.9254331373942,3.799581273119797e-193
cod,0,1.61904761904762,Fished_Warming_full,5,temp,0.02480556539411578,9.828028545788656e-5,252.39614718808534,1.0934660262455548e-139
cod,0,1.61904761904762,Fished_Warming_noRL,1,temp,0.024855790887094744,7.436270651592042e-5,334.2507562143846,1.2523626917349989e-151
cod,0,1.61904761904762,Fished_Warming_noRL,2,temp,0.024787279162188546,1.0619939981618227e-4,233.40319441627912,2.306566077700054e-136
cod,0,1.61904761904762,Fished_Warming_noRL,3,temp,0.024783583943804362,1.0957725457873775e-4,226.1745290031508,5.006026004444672e-135
cod,0,1.61904761904762,Fished_Warming_noRL,4,temp,0.02504668884467866,2.8239903726838273e-5,886.9254331371928,3.7995812732044614e-193
cod,0,1.61904761904762,Fished_Warming_noRL,5,temp,0.024805565394117376,9.828028545790532e-5,252.3961471880534,1.0934660262591053e-139
cod,0,1.71428571428571,Fished_Warming_full,1,temp,0.024862541463364814,7.092287584176207e-5,350.55743535888615,1.1806008130067381e-153
cod,0,1.71428571428571,Fished_Warming_full,2,temp,0.024796167408215018,1.0162002220505196e-4,244.0086792953121,2.984917331237715e-138
cod,0,1.71428571428571,Fished_Warming_full,3,temp,0.02479382736078521,1.0462161647317065e-4,236.9857033048556,5.197525517071143e-137
cod,0,1.71428571428571,Fished_Warming_full,4,temp,0.025044762540868584,2.6836917999304755e-5,933.2205188955528,2.5969701289517615e-195
cod,0,1.71428571428571,Fished_Warming_full,5,temp,0.024814559478737046,9.383478135597117e-5,264.44948365788434,1.138172054552792e-141
cod,0,1.71428571428571,Fished_Warming_noRL,1,temp,0.024862541463363665,7.092287584174788e-5,350.5574353589401,1.180600812988954e-153
cod,0,1.71428571428571,Fished_Warming_noRL,2,temp,0.024796167408215126,1.0162002220504788e-4,244.00867929532296,2.98491733122482e-138
cod,0,1.71428571428571,Fished_Warming_noRL,3,temp,0.024793827360784875,1.046216164731509e-4,236.9857033048971,5.197525516982213e-137
cod,0,1.71428571428571,Fished_Warming_noRL,4,temp,0.025044762540868244,2.6836917999301214e-5,933.2205188956633,2.5969701289214992e-195
cod,0,1.71428571428571,Fished_Warming_noRL,5,temp,0.024814559478736696,9.383478135595992e-5,264.4494836579123,1.1381720545410168e-141
cod,0,1.80952380952381,Fished_Warming_full,1,temp,0.024868798402958598,6.775989001873018e-5,367.01355914368173,1.3216851093759386e-155
cod,0,1.80952380952381,Fished_Warming_full,2,temp,0.02480461505592795,9.735434631382769e-5,254.7869303746209,4.346663926720156e-140
cod,0,1.80952380952381,Fished_Warming_full,3,temp,0.024803272711919472,1.0006397019911333e-4,247.874161524517,6.4129409363431194e-139
cod,0,1.80952380952381,Fished_Warming_full,4,temp,0.025042933900933238,2.5552379843711645e-5,980.062681210346,2.1392913908076714e-197
cod,0,1.80952380952381,Fished_Warming_full,5,temp,0.024822914500748215,8.973611254175004e-5,276.62123751125574,1.3917184601858148e-143
cod,0,1.80952380952381,Fished_Warming_noRL,1,temp,0.024868798402959434,6.775989001875459e-5,367.01355914356185,1.3216851094181611e-155
cod,0,1.80952380952381,Fished_Warming_noRL,2,temp,0.02480461505592778,9.735434631381298e-5,254.78693037465766,4.34666392665888e-140
cod,0,1.80952380952381,Fished_Warming_noRL,3,temp,0.024803272711919608,1.0006397019911542e-4,247.87416152451317,6.4129409363529614e-139
cod,0,1.80952380952381,Fished_Warming_noRL,4,temp,0.025042933900933706,2.5552379843711777e-5,980.0626812103593,2.1392913908048744e-197
cod,0,1.80952380952381,Fished_Warming_noRL,5,temp,0.024822914500748576,8.973611254174966e-5,276.6212375112609,1.3917184601832833e-143
cod,0,1.9047619047619,Fished_Warming_full,1,temp,0.02487459845192264,6.484516575892147e-5,383.59988999643144,1.742529765908202e-157
